"R0000100","R0357900","R0358200","R0358300","R0358500","R0358700","R0359500","R0536300","R0536401","R0536402","R1235800","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
296,0,-4,0,-4,-4,0,2,12,1981,1,2,86,-4,-4,-4,-4,-4,-4
297,0,-4,0,-4,-4,0,1,7,1984,1,2,2,-4,-4,-4,-4,340,360
298,0,-4,0,-4,-4,0,2,6,1983,1,4,88,-4,-4,-4,-4,-4,-4
299,0,-4,1,0,-4,0,1,5,1981,1,4,-3,-4,-4,-4,-4,-4,-4
300,0,-4,0,-4,-4,0,2,5,1984,1,4,-3,-4,-4,-4,-4,-4,-4
301,1,-4,1,1,0,1,2,12,1981,1,4,-4,-4,-4,-4,-4,-4,-4
302,0,-4,1,0,-4,0,2,3,1984,1,4,-4,-4,-4,-4,-4,-4,-4
303,1,6,1,3,0,0,2,9,1980,1,4,-4,-4,-4,-4,-4,-4,-4
304,0,-4,0,-4,-4,0,1,2,1983,1,4,78,-4,-4,-4,-4,490,390
305,0,-4,0,-4,-4,0,2,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
306,1,-4,1,0,-4,0,2,2,1980,1,4,-3,-4,-4,-4,-4,-4,-4
307,1,-4,0,-4,-4,0,2,5,1980,1,4,91,-4,-4,-4,-4,-3,-3
308,0,-4,0,-4,-4,0,1,4,1981,1,4,-4,-4,-4,-4,-4,-4,-4
309,0,-4,1,4,0,0,2,4,1981,1,4,75,-4,-4,-4,-4,-4,-4
310,0,-4,1,0,-4,0,2,6,1982,1,4,73,-4,-4,-4,-4,-4,-4
311,1,-4,1,1,0,0,1,3,1982,1,4,88,-4,-4,-4,-4,530,450
312,1,8,1,2,0,1,2,7,1982,1,4,90,-4,-4,-4,-4,520,450
313,1,-4,0,-4,-4,0,2,4,1981,1,4,99,32,30,31,36,640,740
314,0,-4,0,-4,-4,0,1,10,1984,1,4,98,-4,-4,-4,-4,610,720
315,1,2,1,1,1,0,2,1,1982,1,4,69,-4,-4,-4,-4,310,370
316,0,-4,0,-4,-4,0,1,4,1982,1,4,-4,-4,-4,-4,-4,-4,-4
317,0,-4,1,0,-4,0,2,8,1980,1,2,85,-4,-4,-4,-4,-4,-4
318,0,-4,1,0,-4,0,1,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
319,-1,-4,-1,-4,-4,0,2,3,1983,1,4,-4,-4,-4,-4,-4,-4,-4
320,0,-4,0,-4,-4,0,2,7,1982,1,4,3,-4,-4,-4,-4,-4,-4
321,1,1,1,1,0,0,1,10,1981,1,4,76,-4,-4,-4,-4,-4,-4
322,0,-4,1,0,-4,0,2,6,1982,1,4,83,-4,-4,-4,-4,560,500
323,0,-4,0,-4,-4,0,1,3,1980,1,4,73,-4,-4,-4,-4,-4,-4
324,0,-4,1,20,20,0,1,6,1980,1,4,-4,-4,-4,-4,-4,-4,-4
325,0,-4,0,-4,-4,0,1,9,1984,1,4,79,-4,-4,-4,-4,430,520
326,1,-4,1,5,6,0,2,3,1980,1,4,-3,-4,-4,-4,-4,54,47
327,0,-4,0,-4,-4,0,2,1,1983,1,4,4,-4,-4,-4,-4,640,530
328,0,-4,0,-4,-4,0,1,3,1984,1,4,80,-4,-4,-4,-4,460,310
329,0,-4,0,-4,-4,0,1,2,1984,1,4,-3,-4,-4,-4,-4,590,560
330,1,-4,1,0,-4,0,1,6,1982,1,4,-4,-4,-4,-4,-4,-4,-4
331,0,-4,0,-4,-4,0,2,4,1980,1,4,-4,-4,-4,-4,-4,-4,-4
332,0,-4,0,-4,-4,0,1,1,1980,1,4,91,-4,-4,-4,-4,550,680
333,1,-4,1,0,-4,0,2,8,1982,1,4,80,-4,-4,-4,-4,270,380
334,0,-4,1,0,-4,0,2,1,1984,1,4,90,-4,-4,-4,-4,-4,-4
335,1,-4,1,2,0,0,2,6,1980,1,4,82,-4,-4,-4,-4,-4,-4
336,0,-4,1,0,-4,0,1,2,1982,1,1,-4,-4,-4,-4,-4,-4,-4
337,0,-4,0,-4,-4,0,1,7,1983,1,4,3,-4,-4,-4,-4,540,720
338,0,-4,1,0,-4,0,2,4,1981,1,4,4,-4,-4,-4,-4,660,720
339,1,-4,0,-4,-4,0,2,9,1981,1,4,3,-4,-4,-4,-4,560,590
340,0,-4,0,-4,-4,0,1,12,1981,1,4,3,-4,-4,-4,-4,-4,-4
341,0,-4,0,-4,-4,0,1,12,1983,1,4,3,-4,-4,-4,-4,470,540
342,1,-4,0,-4,-4,1,1,3,1982,1,4,24,-4,-4,-4,-4,-4,-4
343,0,-4,0,-4,-4,0,1,3,1984,1,4,2,-4,-4,-4,-4,-4,-4
344,0,-4,0,-4,-4,0,1,3,1984,1,4,-4,-4,-4,-4,-4,-4,-4
345,0,-4,1,0,-4,0,1,3,1984,1,4,-4,-4,-4,-4,-4,-4,-4
346,0,-4,0,-4,-4,0,1,5,1984,1,2,3,-4,-4,-4,-4,-4,-4
347,0,-4,0,-4,-4,0,1,9,1981,1,2,2,-4,-4,-4,-4,-4,-4
348,0,-4,0,-4,-4,0,1,8,1983,1,2,-4,-4,-4,-4,-4,-4,-4
349,0,-4,0,-4,-4,0,1,1,1984,1,2,1,-4,-4,-4,-4,-4,-4
350,1,-4,1,1,0,0,1,2,1984,1,4,2,-4,-4,-4,-4,-4,-4
351,1,-4,1,0,-4,0,2,6,1981,1,2,3,-4,-4,-4,-4,-4,-4
352,1,-4,1,0,-4,0,2,6,1981,1,2,2,-4,-4,-4,-4,-4,-4
353,0,-4,1,1,0,0,2,9,1982,1,2,-4,-4,-4,-4,-4,-4,-4
354,0,-4,1,1,0,0,2,7,1982,1,2,2,-4,-4,-4,-4,-4,-4
355,0,-4,0,-4,-4,0,2,12,1980,1,2,3,-4,-4,-4,-4,-4,-4
356,0,-4,0,-4,-4,0,2,10,1982,1,2,-4,-4,-4,-4,-4,-4,-4
357,0,-4,1,0,-4,0,1,9,1981,1,2,3,-4,-4,-4,-4,-4,-4
358,0,-4,0,-4,-4,0,1,2,1983,1,2,2,-4,-4,-4,-4,-4,-4
359,0,-4,1,0,-4,0,2,1,1983,1,2,3,-4,-4,-4,-4,-4,-4
360,0,-4,1,1,0,0,1,9,1984,1,2,3,-4,-4,-4,-4,-4,-4
361,0,-4,0,-4,-4,1,1,8,1980,1,2,-4,-4,-4,-4,-4,-4,-4
362,1,-4,0,-4,-4,0,2,4,1981,1,2,3,-4,-4,-4,-4,-4,-4
363,1,-4,1,0,-4,0,2,11,1983,1,2,2,-4,-4,-4,-4,-4,-4
364,0,-4,0,-4,-4,0,2,7,1984,1,2,2,-4,-4,-4,-4,-4,-4
365,1,-4,1,0,-4,1,2,2,1982,1,2,-4,-4,-4,-4,-4,-4,-4
366,0,-4,0,-4,-4,0,2,8,1980,1,2,3,-4,-4,-4,-4,350,460
367,0,-4,0,-4,-4,0,1,6,1981,1,2,3,-4,-4,-4,-4,-4,-4
368,1,-4,1,3,1,0,2,4,1981,1,2,2,-4,-4,-4,-4,-4,-4
369,0,-4,0,-4,-4,0,1,7,1984,1,2,-4,-4,-4,-4,-4,-4,-4
370,1,-4,1,0,-4,1,1,6,1981,1,2,-3,-4,-4,-4,-4,-4,-4
371,0,-4,0,-4,-4,0,2,12,1982,1,2,-4,-4,-4,-4,-4,-4,-4
372,0,-4,0,-4,-4,0,1,6,1983,1,2,3,-4,-4,-4,-4,-4,-4
373,0,-4,1,0,-4,0,2,8,1984,1,2,-4,-4,-4,-4,-4,-4,-4
374,1,-4,1,0,-4,0,2,9,1981,1,4,3,-4,-4,-4,-4,-4,-4
375,0,-4,0,-4,-4,0,1,7,1982,1,1,2,-4,-4,-4,-4,310,270
376,0,-4,0,-4,-4,0,1,3,1981,1,1,3,-4,-4,-4,-4,490,430
377,0,-4,0,-4,-4,0,2,12,1984,1,1,2,-4,-4,-4,-4,-4,-4
378,0,-4,0,-4,-4,0,1,2,1984,1,1,-3,-4,-4,-4,-4,360,410
379,0,-4,1,0,-4,0,2,11,1980,1,2,-4,-4,-4,-4,-4,-4,-4
380,0,-4,0,-4,-4,0,1,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
381,1,20,1,0,-4,1,1,1,1980,1,2,-4,-4,-4,-4,-4,-4,-4
382,0,-4,0,-4,-4,0,2,1,1980,1,4,3,-4,-4,-4,-4,520,490
383,0,-4,0,-4,-4,0,2,2,1984,1,4,-4,-4,-4,-4,-4,-4,-4
384,0,-4,0,-4,-4,0,1,11,1983,1,2,3,-4,-4,-4,-4,550,610
385,0,-4,1,4,0,0,1,12,1981,1,2,0,-4,-4,-4,-4,-4,-4
386,1,-4,1,4,5,1,1,6,1980,1,2,2,-4,-4,-4,-4,-4,-4
387,1,1,1,2,0,0,2,1,1983,1,2,1,-4,-4,-4,-4,-4,-4
388,0,-4,0,-4,-4,0,2,1,1982,1,2,1,-4,-4,-4,-4,-4,-4
389,1,-4,1,0,-4,0,2,6,1981,1,4,4,-4,-4,-4,-4,590,400
390,1,-4,1,0,-4,0,2,3,1983,1,4,3,-4,-4,-4,-4,410,310
391,0,-4,0,-4,-4,0,1,3,1980,1,4,3,-4,-4,-4,-4,380,480
392,0,-4,0,-4,-4,0,1,1,1980,1,2,3,-4,-4,-4,-4,700,570
393,0,-4,0,-4,-4,0,1,9,1983,1,2,-3,-4,-4,-4,-4,-4,-4
394,0,-4,0,-4,-4,0,1,10,1984,1,2,3,-4,-4,-4,-4,600,580
395,0,-4,0,-4,-4,0,1,8,1984,1,4,2,-4,-4,-4,-4,-4,-4
396,1,0,1,0,-4,0,1,9,1983,1,4,3,-4,-4,-4,-4,440,480
397,1,2,0,-4,-4,0,1,4,1982,1,2,-3,-4,-4,-4,-4,-4,-4
398,0,-4,0,-4,-4,0,1,8,1980,1,2,1,-4,-4,-4,-4,-4,-4
399,1,-4,1,5,5,0,1,9,1980,1,3,2,-4,-4,-4,-4,-4,-4
400,1,1,1,14,15,0,2,7,1982,1,3,-4,-4,-4,-4,-4,-4,-4
401,0,-4,0,-4,-4,0,1,6,1984,1,4,2,-4,-4,-4,-4,-4,-4
402,0,-4,1,1,0,0,2,7,1984,1,4,2,-4,-4,-4,-4,-4,-4
403,0,-4,1,0,-4,0,2,2,1984,1,1,2,-4,-4,-4,-4,-4,-4
404,0,-4,0,-4,-4,1,1,3,1980,1,4,3,-4,-4,-4,-4,-4,-4
405,0,-4,0,-4,-4,0,1,9,1981,1,4,4,-4,-4,-4,-4,-4,-4
406,0,-4,0,-4,-4,0,2,6,1983,1,4,4,24,21,25,25,600,650
407,0,-4,0,-4,-4,0,2,10,1981,1,2,98,-4,-4,-4,-4,-4,-4
408,0,-4,0,-4,-4,0,1,5,1980,1,1,2,-4,-4,-4,-4,410,390
409,0,-4,1,0,-4,0,2,12,1980,1,1,1,-4,-4,-4,-4,-4,-4
410,1,-4,1,3,0,1,1,10,1980,1,2,-4,-4,-4,-4,-4,-4,-4
411,1,1,1,0,-4,0,2,2,1980,1,2,-4,-4,-4,-4,-4,-4,-4
412,1,-4,0,-4,-4,0,1,2,1982,1,2,-3,-4,-4,-4,-4,-4,-4
413,0,-4,0,-4,-4,0,1,7,1980,1,1,2,-4,-4,-4,-4,-4,-4
414,0,-4,0,-4,-4,0,2,7,1980,1,1,2,-4,-4,-4,-4,-4,-4
415,0,-4,1,0,-4,0,2,12,1981,1,4,-4,-4,-4,-4,-4,-4,-4
416,0,-4,0,-4,-4,0,2,7,1980,1,4,5,-4,-4,-4,-4,-4,-4
417,1,3,1,5,0,0,2,5,1983,1,4,-4,-4,-4,-4,-4,-4,-4
418,0,-4,0,-4,-4,0,1,5,1983,1,4,-4,-4,-4,-4,-4,-4,-4
419,0,-4,1,2,0,0,1,2,1984,1,4,-4,-4,-4,-4,-4,-4,-4
420,1,8,1,5,5,0,1,3,1980,1,4,3,-4,-4,-4,-4,490,620
421,1,1,1,7,5,1,1,8,1982,1,4,2,-4,-4,-4,-4,-4,-4
422,0,-4,0,-4,-4,0,1,1,1981,1,3,3,-4,-4,-4,-4,530,480
423,1,-4,0,-4,-4,0,2,1,1984,1,3,-4,-4,-4,-4,-4,-4,-4
424,1,-4,0,-4,-4,0,2,6,1984,1,2,-4,-4,-4,-4,-4,-4,-4
425,1,1,1,0,-4,0,2,8,1982,1,4,-4,-4,-4,-4,-4,-4,-4
426,0,-4,0,-4,-4,0,2,12,1980,1,2,-4,-4,-4,-4,-4,-4,-4
427,0,-4,0,-4,-4,0,1,11,1981,1,2,2,-4,-4,-4,-4,-4,-4
428,0,-4,0,-4,-4,0,2,11,1984,1,2,-4,-4,-4,-4,-4,-4,-4
429,1,1,1,1,0,1,1,1,1981,1,4,-4,-4,-4,-4,-4,-4,-4
430,0,-4,0,-4,-4,0,1,3,1983,1,4,3,-4,-4,-4,-4,410,500
431,0,-4,0,-4,-4,0,2,10,1984,1,2,3,15,10,18,14,380,450
432,0,-4,1,3,0,0,1,2,1981,1,2,1,-4,-4,-4,-4,-4,-4
433,0,-4,0,-4,-4,0,2,9,1984,1,2,2,-4,-4,-4,-4,-4,-4
434,1,0,1,6,0,1,1,4,1982,1,4,2,-4,-4,-4,-4,-4,-4
435,0,-4,0,-4,-4,0,2,6,1981,1,2,-4,-4,-4,-4,-4,-4,-4
436,0,-4,0,-4,-4,0,2,2,1982,1,2,-4,-4,-4,-4,-4,-4,-4
437,0,-4,0,-4,-4,0,2,7,1981,1,2,-4,-4,-4,-4,-4,-4,-4
438,0,-4,0,-4,-4,0,1,3,1983,1,2,1,-4,-4,-4,-4,-4,-4
439,0,-4,0,-4,-4,0,2,5,1984,1,2,-3,-4,-4,-4,-4,-4,-4
440,1,-4,1,1,0,1,1,8,1980,1,2,1,-4,-4,-4,-4,-4,-4
441,1,3,0,-4,-4,0,1,1,1982,1,2,-3,-4,-4,-4,-4,-4,-4
442,0,-4,1,1,0,1,2,3,1981,1,2,2,-4,-4,-4,-4,-4,-4
443,0,-4,0,-4,-4,0,1,6,1980,1,2,-3,-4,-4,-4,-4,-4,-4
444,0,-4,0,-4,-4,1,2,2,1982,1,2,-3,-4,-4,-4,-4,-4,-4
445,0,-4,0,-4,-4,0,1,1,1981,1,2,-4,-4,-4,-4,-4,-4,-4
446,1,5,0,-4,-4,0,1,2,1983,1,2,3,-4,-4,-4,-4,-4,-4
447,0,-4,0,-4,-4,0,2,9,1983,1,2,-3,-4,-4,-4,-4,-4,-4
448,0,-4,0,-4,-4,0,2,9,1983,1,2,-3,-4,-4,-4,-4,-4,-4
449,0,-4,0,-4,-4,0,2,9,1984,1,2,3,-4,-4,-4,-4,500,520
450,1,-4,1,6,4,1,2,11,1980,1,2,-3,-4,-4,-4,-4,500,420
451,1,-4,1,0,-4,0,1,9,1983,1,2,-3,-4,-4,-4,-4,-4,-4
452,0,-4,0,-4,-4,1,2,3,1981,1,2,-4,-4,-4,-4,-4,-4,-4
453,1,1,1,1,0,0,2,7,1982,1,2,-4,-4,-4,-4,-4,-4,-4
454,0,-4,0,-4,-4,0,1,8,1982,1,2,3,-4,-4,-4,-4,410,410
455,0,-4,0,-4,-4,0,1,8,1984,1,2,-4,-4,-4,-4,-4,-4,-4
456,0,-4,0,-4,-4,0,1,11,1983,1,2,3,21,22,24,20,560,520
457,1,-4,0,-4,-4,0,1,5,1980,1,2,-3,-4,-4,-4,-4,-4,-4
458,0,-4,0,-4,-4,0,1,6,1982,1,2,1,23,20,26,20,440,600
459,0,-4,0,-4,-4,0,2,6,1983,1,2,3,-4,-4,-4,-4,550,500
460,0,-4,0,-4,-4,0,2,12,1981,1,2,-4,-4,-4,-4,-4,-4,-4
461,0,-4,0,-4,-4,0,2,3,1983,1,2,-4,-4,-4,-4,-4,-4,-4
462,0,-4,0,-4,-4,0,2,2,1981,1,2,2,-4,-4,-4,-4,-4,-4
463,0,-4,0,-4,-4,0,1,7,1982,1,2,-4,-4,-4,-4,-4,-4,-4
464,0,-4,0,-4,-4,0,2,11,1981,1,2,2,-4,-4,-4,-4,-4,-4
465,0,-4,0,-4,-4,0,2,10,1984,1,2,-4,-4,-4,-4,-4,-4,-4
466,1,1,1,2,0,0,1,12,1983,1,2,-4,-4,-4,-4,-4,-4,-4
467,0,-4,0,-4,-4,0,2,9,1984,1,2,1,-4,-4,-4,-4,-4,-4
468,0,-4,0,-4,-4,0,2,11,1981,1,2,-4,-4,-4,-4,-4,-4,-4
469,0,-4,0,-4,-4,0,2,1,1982,1,2,3,-4,-4,-4,-4,260,300
470,0,-4,0,-4,-4,0,2,2,1981,1,2,3,-4,-4,-4,-4,-4,-4
471,0,-4,0,-4,-4,0,1,7,1980,1,2,-3,-4,-4,-4,-4,-4,-4
472,0,-4,0,-4,-4,0,2,1,1983,1,2,-4,-4,-4,-4,-4,-4,-4
473,0,-4,0,-4,-4,0,2,3,1982,1,2,-4,-4,-4,-4,-4,-4,-4
474,0,-4,0,-4,-4,0,2,7,1984,1,2,-4,-4,-4,-4,-4,-4,-4
475,0,-4,0,-4,-4,0,1,3,1981,1,2,-3,-4,-4,-4,-4,-4,-4
476,0,-4,0,-4,-4,0,1,7,1982,1,1,3,16,17,16,13,400,380
477,1,-4,1,0,-4,0,2,5,1982,1,2,-3,-4,-4,-4,-4,-4,-4
478,0,-4,0,-4,-4,0,2,1,1983,1,4,4,-4,-4,-4,-4,-4,-4
479,0,-4,1,2,0,0,2,8,1982,1,2,2,-4,-4,-4,-4,-4,-4
480,1,-4,1,3,3,1,2,7,1980,1,2,1,-4,-4,-4,-4,-4,-4
481,0,-4,0,-4,-4,0,1,5,1984,1,2,1,-4,-4,-4,-4,-4,-4
482,0,-4,0,-4,-4,0,1,7,1983,1,1,1,-4,-4,-4,-4,-4,-4
483,0,-4,1,1,0,0,1,2,1980,1,2,3,24,30,22,23,650,620
484,0,-4,0,-4,-4,0,2,8,1982,1,2,-4,-4,-4,-4,-4,-4,-4
485,0,-4,0,-4,-4,0,1,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
486,0,-4,1,0,-4,0,2,6,1980,1,4,4,-4,-4,-4,-4,580,510
487,0,-4,0,-4,-4,0,1,3,1984,1,4,-4,-4,-4,-4,-4,-4,-4
488,1,2,1,1,0,1,2,1,1982,1,4,3,-4,-4,-4,-4,-4,-4
489,0,-4,0,-4,-4,0,2,11,1982,1,4,3,-4,-4,-4,-4,570,510
490,0,-4,0,-4,-4,0,1,11,1982,1,3,-4,-4,-4,-4,-4,-4,-4
491,0,-4,0,-4,-4,0,1,9,1984,1,3,-4,-4,-4,-4,-4,-4,-4
492,1,1,0,-4,-4,0,2,10,1983,1,4,3,-4,-4,-4,-4,430,670
493,0,-4,0,-4,-4,0,1,9,1981,1,4,-4,-4,-4,-4,-4,-4,-4
494,0,-4,0,-4,-4,0,2,3,1983,1,2,-4,-4,-4,-4,-4,-4,-4
495,0,-4,0,-4,-4,0,1,12,1984,1,2,-4,-4,-4,-4,-4,-4,-4
496,0,-4,0,-4,-4,0,1,7,1984,1,2,3,-4,-4,-4,-4,-4,-4
497,0,-4,0,-4,-4,0,2,4,1981,1,3,-4,-4,-4,-4,-4,-4,-4
498,1,-4,1,0,-4,1,2,5,1980,1,4,3,21,26,18,24,470,480
499,0,-4,0,-4,-4,0,2,8,1982,1,2,3,-4,-4,-4,-4,-4,-4
500,0,-4,0,-4,-4,0,1,3,1982,1,4,3,-4,-4,-4,-4,-4,-4
501,0,-4,0,-4,-4,0,1,9,1982,1,4,-4,-4,-4,-4,-4,-4,-4
502,0,-4,0,-4,-4,0,1,9,1983,1,4,2,-4,-4,-4,-4,-4,-4
503,0,-4,0,-4,-4,0,1,12,1981,1,4,3,-4,-4,-4,-4,-4,-4
504,0,-4,0,-4,-4,0,2,7,1984,1,4,-4,-4,-4,-4,-4,-4,-4
505,0,-4,0,-4,-4,0,1,8,1984,1,2,2,-4,-4,-4,-4,-4,-4
506,0,-4,0,-4,-4,0,1,9,1982,1,4,2,-4,-4,-4,-4,-4,-4
507,0,-4,0,-4,-4,0,2,8,1984,1,4,-4,-4,-4,-4,-4,-4,-4
508,0,-4,0,-4,-4,0,1,8,1981,1,2,2,-4,-4,-4,-4,-4,-4
509,0,-4,1,0,-4,0,2,8,1984,1,1,3,-4,-4,-4,-4,-4,-4
510,0,-4,0,-4,-4,0,1,5,1980,1,2,2,-4,-4,-4,-4,-4,-4
511,1,0,1,2,0,0,1,1,1980,1,2,-4,-4,-4,-4,-4,-4,-4
512,0,-4,0,-4,-4,0,2,3,1981,1,2,-4,-4,-4,-4,-4,-4,-4
513,0,-4,1,11,12,0,1,5,1982,1,2,-4,-4,-4,-4,-4,-4,-4
514,0,-4,0,-4,-4,0,2,2,1981,1,2,-4,-4,-4,-4,-4,-4,-4
515,0,-4,1,0,-4,0,2,3,1983,1,2,2,-4,-4,-4,-4,-4,-4
516,1,1,0,-4,-4,0,1,3,1983,1,2,-4,-4,-4,-4,-4,-4,-4
517,0,-4,0,-4,-4,0,1,9,1981,1,2,77,-4,-4,-4,-4,-4,-4
518,0,-4,0,-4,-4,0,2,11,1983,1,2,-4,-4,-4,-4,-4,-4,-4
519,0,-4,0,-4,-4,1,2,6,1980,1,2,2,-4,-4,-4,-4,-4,-4
520,1,-4,1,1,1,1,1,10,1981,1,2,2,-4,-4,-4,-4,-4,-4
521,1,-4,1,0,-4,0,1,7,1983,1,2,-4,-4,-4,-4,-4,-4,-4
522,0,-4,0,-4,-4,0,1,1,1983,1,2,2,-4,-4,-4,-4,-4,-4
523,1,-4,1,0,-4,1,2,5,1980,1,4,-4,-4,-4,-4,-4,-4,-4
524,0,-4,1,1,1,0,1,8,1981,1,2,-4,-4,-4,-4,-4,-4,-4
525,1,-4,1,0,-4,0,1,4,1982,1,2,-4,-4,-4,-4,-4,-4,-4
526,0,-4,1,0,-4,0,1,11,1983,1,2,-4,-4,-4,-4,-4,-4,-4
527,0,-4,1,1,0,0,1,12,1981,1,4,4,-4,-4,-4,-4,-4,-4
528,0,-4,0,-4,-4,0,2,9,1982,1,4,-4,-4,-4,-4,-4,-4,-4
529,0,-4,0,-4,-4,0,2,4,1982,1,2,-4,-4,-4,-4,-4,-4,-4
530,0,-4,0,-4,-4,0,2,9,1982,1,4,-4,-4,-4,-4,-4,-4,-4
531,0,-4,0,-4,-4,0,2,4,1980,1,2,-4,-4,-4,-4,-4,-4,-4
532,0,-4,0,-4,-4,1,2,1,1983,1,2,-4,-4,-4,-4,-4,-4,-4
533,0,-4,0,-4,-4,0,2,1,1983,1,4,4,-4,-4,-4,-4,430,580
534,1,-4,1,0,-4,0,2,11,1981,1,2,3,-4,-4,-4,-4,-4,-4
535,0,-4,0,-4,-4,0,2,5,1980,1,4,4,-4,-4,-4,-4,53,59
536,1,0,1,2,0,0,1,12,1982,1,2,-4,-4,-4,-4,-4,-4,-4
537,1,-4,1,2,1,0,1,2,1982,1,4,-4,-4,-4,-4,-4,-4,-4
538,1,-4,0,-4,-4,0,2,8,1983,1,4,2,-4,-4,-4,-4,-4,-4
539,1,5,1,4,4,0,1,6,1980,1,2,4,-4,-4,-4,-4,-4,-4
540,0,-4,0,-4,-4,0,2,2,1982,1,2,4,-4,-4,-4,-4,580,580
541,0,-4,0,-4,-4,0,2,2,1982,1,2,4,-4,-4,-4,-4,-4,-4
542,1,-4,0,-4,-4,0,2,2,1984,1,1,3,-4,-4,-4,-4,-4,-4
543,0,-4,0,-4,-4,0,1,10,1983,1,2,-3,-4,-4,-4,-4,-4,-4
544,0,-4,0,-4,-4,0,1,2,1981,1,4,4,-4,-4,-4,-4,570,690
545,0,-4,1,0,-4,0,1,8,1981,1,1,2,-4,-4,-4,-4,-4,-4
546,1,3,1,1,0,1,1,6,1980,1,4,3,28,27,31,27,530,700
547,0,-4,1,0,-4,0,1,1,1984,1,4,4,-4,-4,-4,-4,570,650
548,1,-4,0,-4,-4,0,2,11,1984,1,4,2,-4,-4,-4,-4,-4,-4
549,1,-4,0,-4,-4,1,1,12,1981,1,4,2,-4,-4,-4,-4,-4,-4
550,0,-4,1,2,0,0,1,2,1984,1,4,4,-4,-4,-4,-4,760,720
551,0,-4,0,-4,-4,0,1,12,1981,1,4,4,27,29,29,25,620,660
552,0,-4,1,0,-4,0,1,11,1981,1,4,-4,-4,-4,-4,-4,-4,-4
553,0,-4,1,0,-4,0,1,9,1983,1,4,-4,-4,-4,-4,-4,-4,-4
554,1,-4,1,0,-4,0,1,8,1981,1,4,-4,-4,-4,-4,-4,-4,-4
555,0,-4,0,-4,-4,0,1,3,1984,1,4,4,-4,-4,-4,-4,550,580
556,0,-4,0,-4,-4,0,2,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
557,1,3,1,3,1,1,2,11,1981,1,2,3,-4,-4,-4,-4,490,450
558,0,-4,1,0,-4,0,1,2,1982,1,4,-4,-4,-4,-4,-4,-4,-4
559,0,-4,0,-4,-4,0,2,3,1984,1,4,4,-4,-4,-4,-4,-4,-4
560,0,-4,0,-4,-4,0,2,4,1981,1,4,3,-4,-4,-4,-4,-4,-4
561,0,-4,1,2,0,0,1,3,1984,1,4,3,-4,-4,-4,-4,590,460
562,0,-4,0,-4,-4,0,2,1,1983,1,2,2,-4,-4,-4,-4,-4,-4
563,1,3,0,-4,-4,0,1,3,1982,1,4,-4,-4,-4,-4,-4,-4,-4
564,0,-4,1,0,-4,0,1,8,1983,1,4,2,-4,-4,-4,-4,-4,-4
565,1,-4,0,-4,-4,0,1,4,1982,1,2,3,-4,-4,-4,-4,-4,-4
566,0,-4,0,-4,-4,0,2,7,1982,1,2,3,-4,-4,-4,-4,-4,-4
567,1,1,1,1,1,0,1,3,1980,1,4,2,-4,-4,-4,-4,-4,-4
568,1,-4,1,1,0,0,1,10,1981,1,4,2,-4,-4,-4,-4,-4,-4
569,0,-4,0,-4,-4,0,1,4,1981,1,4,1,-4,-4,-4,-4,-4,-4
570,0,-4,0,-4,-4,0,2,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
571,0,-4,1,0,-4,0,1,10,1980,1,4,3,-4,-4,-4,-4,-4,-4
572,0,-4,1,0,-4,0,1,10,1983,1,4,1,-4,-4,-4,-4,-4,-4
573,0,-4,0,-4,-4,0,2,9,1981,1,2,0,-4,-4,-4,-4,-4,-4
574,0,-4,0,-4,-4,0,2,1,1983,1,2,0,-4,-4,-4,-4,-4,-4
575,1,20,1,0,-4,1,1,12,1981,1,4,-4,-4,-4,-4,-4,-4,-4
576,1,-4,1,0,-4,1,1,11,1981,1,4,3,-4,-4,-4,-4,-4,-4
577,1,-4,0,-4,-4,1,1,4,1984,1,4,3,-4,-4,-4,-4,340,470
578,1,-4,1,0,-4,1,1,12,1982,1,4,-4,-4,-4,-4,-4,-4,-4
579,0,-4,0,-4,-4,0,2,6,1980,1,4,2,-4,-4,-4,-4,-4,-4
580,0,-4,0,-4,-4,0,1,5,1983,1,4,2,-4,-4,-4,-4,-4,-4
581,0,-4,0,-4,-4,0,1,4,1982,1,4,3,-4,-4,-4,-4,330,400
582,0,-4,0,-4,-4,0,2,11,1983,1,4,1,-4,-4,-4,-4,-4,-4
583,1,3,1,0,-4,0,2,11,1981,1,4,2,-4,-4,-4,-4,-4,-4
584,0,-4,0,-4,-4,0,2,12,1981,1,4,4,22,21,25,16,-4,-4
585,0,-4,0,-4,-4,0,2,3,1983,1,4,3,24,26,20,27,-4,-4
586,1,-4,1,0,-4,0,1,1,1980,1,2,2,-4,-4,-4,-4,-4,-4
587,0,-4,0,-4,-4,0,2,1,1983,1,2,3,-4,-4,-4,-4,-4,-4
588,1,-4,1,0,-4,1,1,4,1983,1,4,-4,-4,-4,-4,-4,-4,-4
589,1,-4,1,0,-4,0,1,4,1983,1,4,-4,-4,-4,-4,-4,-4,-4
