"R0000100","R0070400","R0070500","R0071000","R0357900","R0358100","R0358300","R0358500","R0358900","R0359100","R0536300","R0536401","R0536402","R1204700","R1205300","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
1850,3,2,2,1,0,1,0,1,1,2,3,1981,11200,1,1,16,12,16,12,1,3,-4,-4,-4,-4,-4,-4
1851,4,1,5,1,0,0,-4,1,0,1,5,1982,-4,1,1,16,12,16,12,1,-4,-4,-4,-4,-4,-4,-4
1852,3,3,1,0,-4,0,-4,1,14,1,9,1980,31500,1,1,10,9,10,9,4,-4,-4,-4,-4,-4,-4,-4
1853,1,1,1,1,0,0,-4,0,-4,1,5,1981,86300,1,1,16,20,16,20,1,6,-4,-4,-4,-4,-4,-4
1854,5,5,4,1,9,1,10,0,-4,1,3,1980,1750,2,1,11,11,12,11,4,-4,-4,-4,-4,-4,-4,-4
1855,4,4,2,1,0,1,0,0,-4,2,8,1980,244350,1,1,12,13,12,13,4,-4,-4,-4,-4,-4,-4,-4
1856,2,2,1,0,-4,0,-4,0,-4,2,7,1981,259500,1,1,16,16,16,16,4,4,-4,-4,-4,-4,800,750
1857,2,1,1,0,-4,0,-4,0,-4,1,3,1984,259500,1,1,16,16,16,16,4,3,-4,-4,-4,-4,730,660
1858,1,1,2,0,-4,0,-4,0,-4,2,9,1981,382500,1,1,20,20,20,20,4,4,31,27,32,36,-4,-4
1859,3,3,3,1,20,1,3,1,28,1,6,1981,130000,1,1,16,16,16,16,4,3,23,22,22,24,-4,-4
1860,3,1,3,0,-4,0,-4,0,-4,2,2,1980,315600,1,1,14,12,14,12,4,4,26,28,29,24,-4,-4
1861,2,2,2,0,-4,0,-4,0,-4,1,4,1981,315600,1,1,14,12,14,12,4,4,24,-3,-3,-3,-4,-4
1862,1,1,1,0,-4,0,-4,0,-4,2,10,1984,532500,1,1,16,18,16,18,4,4,24,21,25,23,-4,-4
1863,2,1,2,0,-4,0,-4,0,-4,2,12,1981,223500,1,1,20,15,20,15,4,-4,-4,-4,-4,-4,-4,-4
1864,3,2,3,1,0,1,0,1,1,2,4,1981,164001,1,1,17,18,17,18,4,3,24,24,18,29,-4,-4
1865,5,3,3,0,-4,0,-4,0,-4,2,2,1981,78600,1,1,12,11,12,11,4,3,-4,-4,-4,-4,-4,-4
1866,4,5,4,1,2,1,1,0,-4,2,2,1982,50,4,1,12,13,-4,13,4,2,-4,-4,-4,-4,-4,-4
1867,2,1,2,0,-4,0,-4,0,-4,1,9,1982,6767,1,1,13,14,13,14,3,-4,-4,-4,-4,-4,-4,-4
1868,1,1,1,0,-4,0,-4,0,-4,1,11,1984,-4,1,1,13,14,13,14,3,-4,-4,-4,-4,-4,-4,-4
1869,2,1,2,0,-4,0,-4,0,-4,1,5,1983,2575,3,1,14,12,14,14,3,-3,-4,-4,-4,-4,-4,-4
1870,3,1,1,0,-4,1,0,0,-4,2,8,1984,-4,3,1,14,12,14,14,3,2,-4,-4,-4,-4,-4,-4
1871,4,1,1,0,-4,0,-4,0,-4,1,9,1983,10309,6,1,-4,-4,12,11,3,-3,-4,-4,-4,-4,-4,-4
1872,4,2,3,1,15,1,2,1,2,1,12,1981,24850,4,1,11,13,-4,13,2,-4,-4,-4,-4,-4,-4,-4
1873,5,3,5,0,-4,1,0,0,-4,1,3,1980,-3,1,1,12,11,12,11,4,3,-4,-4,-4,-4,-4,-4
1874,4,3,4,0,-4,0,-4,0,-4,2,6,1982,-3,1,1,12,11,12,11,4,3,19,19,18,20,-4,-4
1875,3,1,3,0,-4,0,-4,0,-4,2,1,1984,-4,4,1,-3,-3,-4,-3,4,4,17,14,18,18,-4,-4
1876,3,2,2,1,0,1,4,0,-4,2,3,1981,305500,1,1,16,16,16,16,4,7,-4,-4,-4,-4,-4,-4
1877,4,5,4,1,28,1,6,1,2,2,10,1981,24529,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1878,3,1,1,1,5,0,-4,0,-4,1,8,1984,24529,1,1,12,12,12,12,4,4,-4,-4,-4,-4,-4,-4
1879,1,1,1,0,-4,0,-4,0,-4,1,11,1983,65000,10,1,18,12,14,-4,4,2,-4,-4,-4,-4,-4,-4
1880,2,2,1,1,0,1,0,0,-4,2,5,1982,30600,4,1,12,12,-4,12,4,3,21,22,21,19,-4,-4
1881,4,4,3,0,-4,0,-4,0,-4,1,1,1980,167750,5,1,12,14,12,-4,3,-4,-4,-4,-4,-4,-4,-4
1882,2,3,2,0,-4,0,-4,1,0,1,1,1981,-3,1,1,17,13,17,13,4,3,-4,-4,-4,-4,590,530
1883,1,1,1,0,-4,0,-4,0,-4,2,6,1984,-3,1,1,17,13,17,13,4,3,19,18,16,19,-4,-4
1884,3,3,1,0,-4,0,-4,0,-4,2,4,1980,-3,1,1,17,17,17,17,4,4,28,28,26,30,560,530
1885,2,2,3,0,-4,0,-4,0,-4,1,4,1983,-3,1,1,17,17,17,17,4,4,25,29,25,20,-4,-4
1886,2,1,1,0,-4,0,-4,0,-4,1,2,1984,81600,1,1,13,13,13,13,4,3,19,18,21,15,-4,-4
1887,2,1,1,0,-4,0,-4,0,-4,1,6,1984,322001,1,1,20,20,20,20,4,3,21,19,17,28,-4,-4
1888,1,1,1,0,-4,0,-4,0,-4,1,2,1984,55950,2,1,10,10,12,10,4,2,22,17,19,31,-4,-4
1889,3,2,3,1,30,0,-4,0,-4,2,8,1981,11615,1,1,12,12,12,12,4,3,20,20,18,23,-4,-4
1890,2,2,2,0,-4,0,-4,0,-4,1,2,1983,11615,1,1,12,12,12,12,4,1,-4,-4,-4,-4,-4,-4
1891,1,1,1,0,-4,0,-4,0,-4,1,11,1984,11615,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
1892,3,2,2,1,0,1,2,1,1,1,9,1981,88750,1,1,12,13,12,13,4,2,-4,-4,-4,-4,-4,-4
1893,3,2,3,0,-4,0,-4,0,-4,2,6,1982,93500,1,1,12,12,12,12,4,3,20,21,20,20,-4,-4
1894,4,4,5,1,30,1,3,1,0,2,10,1980,147000,2,1,17,13,14,13,4,6,-4,-4,-4,-4,-4,-4
1895,4,2,2,1,0,1,0,0,-4,1,3,1983,147000,2,1,17,13,14,13,4,5,-4,-4,-4,-4,-4,-4
1896,5,5,5,1,0,1,0,1,0,1,1,1982,89500,5,1,14,12,14,-4,4,3,-4,-4,-4,-4,-4,-4
1897,2,2,3,1,0,0,-4,0,-4,2,5,1982,230700,1,1,16,16,16,16,4,10,27,27,28,28,-4,-4
1898,2,1,1,1,0,0,-4,0,-4,2,10,1984,230700,1,1,16,16,16,16,4,11,28,27,26,30,-4,-4
1899,4,3,4,0,-4,1,0,0,-4,2,7,1982,15750,1,1,12,12,12,12,4,5,-4,-4,-4,-4,-4,-4
1900,4,2,3,0,-4,0,-4,0,-4,2,7,1983,15750,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1901,5,4,5,1,30,1,10,1,15,2,10,1980,22400,5,1,14,16,14,-4,4,8,-4,-4,-4,-4,-4,-4
1902,2,1,2,1,0,0,-4,1,0,1,1,1984,22400,5,1,14,16,14,-4,4,3,-4,-4,-4,-4,-4,-4
1903,3,3,2,1,0,0,-4,0,-4,2,6,1981,410500,6,1,-4,-4,12,12,4,-4,-4,-4,-4,-4,-4,-4
1904,2,1,1,0,-4,0,-4,0,-4,1,2,1983,410500,6,1,-4,-4,12,12,2,-4,-4,-4,-4,-4,-4,-4
1905,5,4,5,1,0,1,0,0,-4,1,3,1981,63200,1,1,18,15,18,15,4,3,21,17,20,24,-4,-4
1906,3,4,3,1,30,1,5,1,3,2,2,1980,34500,4,1,12,12,-4,12,4,9,20,19,20,19,-4,-4
1907,2,-2,-2,0,-4,1,0,0,-4,1,7,1983,38550,4,1,12,11,-4,11,4,-4,-4,-4,-4,-4,-4,-4
1908,3,3,4,1,30,1,0,1,2,2,5,1981,-3,4,1,12,13,-4,13,4,6,22,23,22,23,-4,-4
1909,2,1,1,0,-4,0,-4,0,-4,2,12,1984,-3,4,1,12,13,-4,13,4,6,-4,-4,-4,-4,-4,-4
1910,5,3,4,0,-4,1,0,0,-4,1,6,1980,-48240,1,1,12,13,12,13,4,1,-4,-4,-4,-4,-4,-4
1911,3,1,1,0,-4,0,-4,0,-4,1,5,1982,-48240,1,1,12,13,12,13,4,-4,-4,-4,-4,-4,-4,-4
1912,3,2,3,0,-4,1,0,0,-4,2,9,1982,31800,4,1,10,13,-4,13,4,-4,-4,-4,-4,-4,-4,-4
1913,5,4,5,1,28,1,2,1,0,2,10,1981,753,4,1,12,13,-4,13,4,1,-4,-4,-4,-4,-4,-4
1914,1,2,4,1,0,1,3,1,0,1,10,1980,9800,4,1,12,14,-4,14,2,2,-4,-4,-4,-4,-4,-4
1915,1,1,-2,0,-4,0,-4,0,-4,1,12,1983,-1000,4,1,12,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
1916,3,2,3,1,0,1,0,0,-4,2,5,1983,74501,2,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1917,2,5,4,1,0,1,1,0,-4,2,6,1982,227500,4,1,16,16,-4,16,4,3,-4,-4,-4,-4,-4,-4
1918,1,1,1,0,-4,0,-4,0,-4,1,7,1982,63750,1,1,16,14,16,14,4,4,-4,-4,-4,-4,-4,-4
1919,1,1,1,0,-4,0,-4,0,-4,1,12,1983,63750,1,1,16,14,16,14,4,-4,-4,-4,-4,-4,-4,-4
1920,2,2,3,1,20,1,0,1,10,1,7,1982,600000,4,1,18,20,-4,20,4,2,-4,-4,-4,-4,-4,-4
1921,1,1,1,0,-4,0,-4,0,-4,2,6,1983,21750,2,1,12,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
1922,1,1,1,0,-4,0,-4,0,-4,1,6,1984,21750,2,1,12,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
1923,2,1,1,0,-4,0,-4,0,-4,2,10,1981,600000,4,1,16,16,-4,16,4,3,23,20,24,27,-4,-4
1924,2,1,2,0,-4,0,-4,0,-4,2,11,1983,539500,1,1,14,13,14,13,4,3,22,22,22,23,-4,-4
1925,4,3,4,1,26,1,3,1,26,1,5,1980,369000,6,1,-4,-4,12,13,4,3,-4,-4,-4,-4,-4,-4
1926,2,1,1,0,-4,0,-4,0,-4,2,1,1980,1750,4,1,-3,12,-4,12,2,2,-4,-4,-4,-4,-4,-4
1927,2,1,2,0,-4,0,-4,0,-4,1,1,1980,1750,4,1,-4,12,-4,12,2,-4,-4,-4,-4,-4,-4,-4
1928,4,4,4,0,-4,1,1,1,1,2,12,1981,2550,4,1,8,12,-4,12,2,2,-4,-4,-4,-4,-4,-4
1929,2,2,3,0,-4,0,-4,0,-4,1,11,1983,2550,4,1,8,12,-4,12,2,-4,-4,-4,-4,-4,-4,-4
1930,1,1,1,0,-4,0,-4,0,-4,2,7,1984,1500,4,1,9,9,-4,9,2,-4,-4,-4,-4,-4,-4,-4
1931,2,1,1,1,0,1,0,0,-4,1,9,1982,-3,2,1,15,12,16,12,4,-4,-4,-4,-4,-4,-4,-4
1932,3,3,2,0,-4,1,0,1,0,2,8,1981,330500,2,1,16,16,13,16,4,4,-4,-4,-4,-4,590,590
1933,2,1,1,0,-4,0,-4,0,-4,1,12,1981,2300,4,1,12,14,-4,14,4,4,31,27,32,34,620,710
1934,5,5,5,1,30,1,10,1,30,2,3,1981,34000,5,1,14,10,14,-4,4,-4,-4,-4,-4,-4,-4,-4
1935,4,3,2,1,30,1,2,0,-4,1,10,1980,500,4,1,12,13,-4,13,4,-4,-4,-4,-4,-4,-4,-4
1936,1,1,1,0,-4,0,-4,0,-4,1,10,1983,2500,1,1,8,-3,8,-3,2,-4,-4,-4,-4,-4,-4,-4
1937,3,2,3,0,-4,0,-4,0,-4,1,9,1980,14650,4,1,10,13,-4,13,2,4,-4,-4,-4,-4,570,570
1938,3,3,4,0,-4,0,-4,0,-4,1,10,1981,14650,4,1,10,13,-4,13,2,-4,-4,-4,-4,-4,-4,-4
1939,2,2,2,1,20,1,3,1,2,2,8,1981,31300,9,1,10,10,-4,-4,2,-4,-4,-4,-4,-4,-4,-4
1940,3,2,2,0,-4,0,-4,0,-4,2,8,1982,-3,1,1,8,9,8,9,2,3,-4,-4,-4,-4,-4,-4
1941,3,2,4,1,0,1,0,1,0,2,12,1980,11750,2,1,-3,5,11,5,2,-4,-4,-4,-4,-4,-4,-4
1942,3,2,3,1,0,1,0,1,0,2,9,1983,11750,2,1,-3,5,11,5,2,1,-4,-4,-4,-4,-4,-4
1943,2,2,3,0,-4,1,2,0,-4,1,6,1981,70500,1,1,20,17,20,17,4,3,21,22,22,-3,-4,-4
1944,1,1,1,0,-4,1,1,0,-4,1,9,1984,70500,1,1,20,17,20,17,4,-4,-4,-4,-4,-4,-4,-4
1945,1,1,1,0,-4,0,-4,0,-4,1,4,1980,13465,9,1,-4,12,-4,-4,1,4,-4,-4,-4,-4,-4,-4
1946,1,1,1,0,-4,1,0,0,-4,2,3,1983,-3,2,1,12,12,11,12,4,-4,-4,-4,-4,-4,-4,-4
1947,5,5,5,0,-4,0,-4,0,-4,2,4,1983,46000,2,1,-3,13,13,13,4,2,-4,-4,-4,-4,-4,-4
1948,1,1,1,1,0,1,0,1,0,1,8,1983,500,2,1,-3,10,12,10,4,-4,-4,-4,-4,-4,-4,-4
1949,1,1,1,0,-4,0,-4,0,-4,1,2,1983,7550,4,1,12,16,-4,16,1,-4,-4,-4,-4,-4,-4,-4
1950,4,4,4,0,-4,1,1,1,0,2,6,1982,25000,1,1,13,13,13,13,4,-3,-4,-4,-4,-4,-4,-4
1951,3,3,2,0,-4,0,-4,0,-4,1,7,1982,92500,1,1,11,12,11,12,4,3,-4,-4,-4,-4,-4,-4
1952,5,2,2,0,-4,0,-4,0,-4,1,11,1983,20900,5,1,12,-3,12,-4,1,-4,-4,-4,-4,-4,-4,-4
1953,2,2,2,0,-4,0,-4,0,-4,2,8,1982,38250,1,1,3,3,3,3,2,1,-4,-4,-4,-4,-4,-4
1954,1,1,2,0,-4,0,-4,0,-4,2,9,1984,36900,9,1,12,-3,-4,-4,1,-4,-4,-4,-4,-4,-4,-4
1955,2,1,3,1,0,1,1,0,-4,1,3,1982,24735,2,1,-3,12,-3,12,1,1,-4,-4,-4,-4,-4,-4
1956,3,3,3,1,0,1,0,0,-4,2,7,1982,24735,3,1,-3,8,-3,12,1,2,-4,-4,-4,-4,-4,-4
1957,1,2,1,0,-4,0,-4,0,-4,1,10,1981,46750,1,1,-3,10,-3,10,2,2,-4,-4,-4,-4,-4,-4
1958,1,1,2,0,-4,0,-4,0,-4,1,2,1984,46750,1,1,-3,10,-3,10,2,-4,-4,-4,-4,-4,-4,-4
1959,1,1,3,0,-4,1,1,0,-4,2,3,1980,33250,6,1,-4,-3,8,12,1,-4,-4,-4,-4,-4,-4,-4
1960,2,1,1,0,-4,1,1,0,-4,1,1,1984,-3,1,1,4,3,4,3,2,-4,-4,-4,-4,-4,-4,-4
1961,1,1,1,1,0,1,0,0,-4,1,1,1984,-3,1,1,4,3,4,3,2,-4,-4,-4,-4,-4,-4,-4
1962,2,1,2,0,-4,0,-4,0,-4,2,6,1984,115000,2,1,12,13,14,13,4,3,-4,-4,-4,-4,500,600
1963,1,1,2,1,0,1,0,1,0,1,4,1984,81500,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
1964,3,4,5,1,30,1,4,1,27,2,7,1982,29000,4,1,10,15,-4,15,4,-4,-4,-4,-4,-4,-4,-4
1965,2,2,2,0,-4,0,-4,0,-4,1,11,1982,14850,2,1,12,14,16,14,2,2,17,18,16,17,-4,-4
1966,-2,1,-2,1,0,1,0,0,-4,1,6,1981,41500,3,1,16,16,16,13,2,2,-4,-4,-4,-4,-4,-4
1967,2,2,4,0,-4,1,0,0,-4,1,2,1981,43600,1,1,13,13,13,13,2,3,-4,-4,-4,-4,-4,-4
1968,2,2,2,1,0,1,0,0,-4,1,9,1983,43600,1,1,13,13,13,13,2,-4,-4,-4,-4,-4,-4,-4
1969,2,1,2,0,-4,0,-4,0,-4,2,11,1984,43600,1,1,13,13,13,13,2,-4,-4,-4,-4,-4,-4,-4
1970,1,1,1,0,-4,0,-4,0,-4,1,11,1984,90000,1,1,14,16,14,16,3,-4,-4,-4,-4,-4,-4,-4
1971,3,2,2,0,-4,0,-4,0,-4,2,2,1980,-45500,2,1,-3,12,14,12,1,1,-4,-4,-4,-4,-4,-4
1972,1,1,1,0,-4,0,-4,0,-4,2,2,1983,-45500,2,1,-3,12,14,12,1,-4,-4,-4,-4,-4,-4,-4
1973,1,1,1,0,-4,0,-4,0,-4,1,12,1984,313500,1,1,16,15,16,15,4,-4,-4,-4,-4,-4,-4,-4
1974,1,1,1,0,-4,1,0,0,-4,1,10,1984,-4,2,1,12,13,10,13,4,-4,-4,-4,-4,-4,-4,-4
1975,4,4,1,0,-4,0,-4,0,-4,1,1,1982,95500,1,1,12,12,12,12,2,3,-4,-4,-4,-4,-4,-4
1976,1,1,1,0,-4,0,-4,0,-4,1,12,1984,95500,1,1,12,12,12,12,2,2,-4,-4,-4,-4,-4,-4
1977,2,2,3,0,-4,1,0,0,-4,2,3,1981,1550,4,1,11,13,-4,13,1,2,-4,-4,-4,-4,-4,-4
1978,3,3,3,0,-4,0,-4,0,-4,2,7,1982,-4,4,1,11,10,-4,10,2,-4,-4,-4,-4,-4,-4,-4
1979,2,1,4,1,0,1,0,1,0,1,3,1984,3525,4,1,12,13,-4,13,4,2,-4,-4,-4,-4,-4,-4
1980,3,4,5,1,0,1,5,0,-4,2,9,1980,-46200,1,1,12,12,12,12,2,1,-4,-4,-4,-4,-4,-4
1981,5,4,4,1,30,1,5,0,-4,1,8,1981,-46200,1,1,12,12,12,12,2,1,-4,-4,-4,-4,-4,-4
1982,3,2,1,0,-4,0,-4,0,-4,1,6,1983,3450,1,1,9,9,9,9,2,2,-4,-4,-4,-4,-4,-4
1983,4,2,2,0,-4,0,-4,0,-4,2,5,1982,-4,1,1,12,14,12,14,1,-4,-4,-4,-4,-4,-4,-4
1984,1,1,3,0,-4,0,-4,0,-4,2,9,1984,-4,1,1,12,14,12,14,1,4,-4,-4,-4,-4,-4,-4
1985,2,3,3,1,0,1,0,1,0,1,11,1980,5450,5,1,15,13,15,-4,4,3,-4,-4,-4,-4,-4,-4
1986,2,1,3,0,-4,1,1,0,-4,2,6,1983,-12000,1,1,14,14,14,14,4,-4,-4,-4,-4,-4,-4,-4
1987,4,2,1,1,0,1,0,0,-4,2,10,1981,32000,1,1,13,9,13,9,2,0,-4,-4,-4,-4,-4,-4
1988,4,4,5,1,0,1,3,1,0,2,8,1982,-2600,4,1,14,14,-4,14,4,-4,-4,-4,-4,-4,-4,-4
1989,3,-2,-2,0,-4,0,-4,0,-4,2,3,1981,520,4,1,-4,14,-4,14,4,1,-4,-4,-4,-4,-4,-4
1990,2,2,2,0,-4,0,-4,0,-4,1,3,1980,14250,1,1,13,17,13,17,2,3,-4,-4,-4,-4,-4,-4
1991,4,4,2,0,-4,0,-4,0,-4,2,12,1983,-19375,1,1,14,18,14,18,2,3,-4,-4,-4,-4,-4,-4
1992,4,5,4,1,30,1,4,1,30,2,7,1981,6600,4,1,-3,14,-4,14,4,4,-4,-4,-4,-4,-4,-4
1993,-2,-2,1,0,-4,0,-4,0,-4,1,12,1983,6600,4,1,-3,14,-4,14,4,2,-4,-4,-4,-4,-4,-4
1994,1,1,1,0,-4,0,-4,0,-4,1,12,1984,-3,1,1,14,16,14,16,4,-4,-4,-4,-4,-4,-4,-4
1995,2,3,2,1,0,1,6,1,0,2,3,1980,600000,1,1,16,-3,16,-3,4,2,-4,-4,-4,-4,-4,-4
1996,2,2,2,0,-4,0,-4,0,-4,1,8,1982,600000,1,1,16,-3,16,-3,4,3,-4,-4,-4,-4,560,650
1997,3,3,2,0,-4,0,-4,0,-4,2,3,1980,-4,1,1,6,14,6,14,2,-4,-4,-4,-4,-4,-4,-4
1998,1,1,1,0,-4,0,-4,0,-4,2,1,1984,-4,1,1,6,14,6,14,2,4,24,21,22,29,590,550
1999,3,1,3,1,0,1,0,1,0,1,2,1982,-3,8,1,-3,12,-4,-4,1,-3,-4,-4,-4,-4,-4,-4
2000,1,1,1,1,0,0,-4,0,-4,1,11,1984,-3,8,1,5,12,-4,-4,1,-4,-4,-4,-4,-4,-4,-4
2001,5,4,5,0,-4,1,0,0,-4,2,1,1982,-4,1,1,8,9,8,9,4,-3,-4,-4,-4,-4,-4,-4
2002,2,1,1,0,-4,0,-4,0,-4,2,10,1983,-3,1,1,9,10,9,10,4,-3,-4,-4,-4,-4,-4,-4
2003,3,2,2,0,-4,1,0,0,-4,1,5,1983,64650,1,1,10,9,10,9,4,-4,-4,-4,-4,-4,-4,-4
2004,4,3,5,1,7,1,1,1,0,2,2,1981,-1675,4,1,-3,11,-4,11,4,-3,-4,-4,-4,-4,-4,-4
2005,2,1,5,0,-4,1,1,1,0,1,6,1983,-1675,4,1,-3,11,-4,11,4,-3,-4,-4,-4,-4,-4,-4
2006,3,3,3,1,0,1,3,0,-4,1,5,1982,11086,4,1,9,12,-4,12,4,4,-4,-4,-4,-4,580,640
2007,5,4,2,1,30,1,12,1,20,2,10,1981,28300,2,1,12,9,12,9,4,-3,-4,-4,-4,-4,-4,-4
2008,4,2,5,1,30,0,-4,1,0,2,10,1982,28300,2,1,12,9,12,9,4,-4,-4,-4,-4,-4,-4,-4
2009,5,4,5,1,30,1,1,1,1,1,6,1981,38250,2,1,-3,9,9,9,4,-4,-4,-4,-4,-4,-4,-4
2010,2,1,1,1,0,1,0,0,-4,1,1,1984,38250,1,1,9,9,9,9,4,-3,-4,-4,-4,-4,-4,-4
2011,4,4,4,1,30,1,5,1,20,2,1,1980,4000,4,1,-3,12,-4,12,4,-3,-4,-4,-4,-4,-4,-4
2012,5,5,5,1,30,1,1,0,-4,2,8,1984,4000,4,1,-3,12,-4,12,4,-3,-4,-4,-4,-4,-4,-4
2013,2,2,1,0,-4,1,0,0,-4,1,2,1984,6700,5,1,11,-3,11,-4,4,-3,-4,-4,-4,-4,-4,-4
2014,2,1,2,1,0,1,0,0,-4,1,12,1982,54250,5,1,7,8,7,-4,4,-4,-4,-4,-4,-4,-4,-4
2015,4,5,1,1,0,1,0,1,10,2,5,1981,-1750,4,1,-3,11,-4,11,1,-3,-4,-4,-4,-4,-4,-4
2016,3,3,4,0,-4,1,0,0,-4,2,5,1981,-1750,4,1,-3,11,-4,11,1,-3,-4,-4,-4,-4,-4,-4
2017,3,3,3,1,1,1,25,1,3,2,10,1981,32550,4,1,12,12,-4,12,1,-3,-4,-4,-4,-4,-4,-4
2018,4,4,3,0,-4,0,-4,0,-4,1,7,1981,21950,1,1,10,10,10,10,1,-3,-4,-4,-4,-4,-4,-4
2019,5,5,5,1,12,1,1,0,-4,1,8,1981,-3,4,1,-3,12,-4,12,1,-3,-4,-4,-4,-4,-4,-4
2020,2,1,1,0,-4,1,1,0,-4,2,1,1983,-4,4,1,-3,10,-4,10,1,-3,-4,-4,-4,-4,-4,-4
2021,3,3,4,0,-4,1,0,1,0,2,12,1982,18050,4,1,12,11,-4,11,1,-3,-4,-4,-4,-4,-4,-4
2022,3,2,4,0,-4,0,-4,0,-4,2,12,1980,-3,9,1,12,12,-4,-4,1,-4,-4,-4,-4,-4,-4,-4
2023,5,2,-2,0,-4,0,-4,0,-4,2,10,1981,-3,4,1,12,13,-4,13,1,-3,-4,-4,-4,-4,-4,-4
2024,-2,-2,1,0,-4,0,-4,0,-4,1,9,1983,-3,4,1,12,13,-4,13,1,1,-4,-4,-4,-4,-4,-4
2025,3,1,3,0,-4,0,-4,0,-4,2,8,1984,11000,1,1,12,13,12,13,1,4,-4,-4,-4,-4,490,460
2026,3,3,3,1,0,1,0,0,-4,2,8,1983,-1750,4,1,14,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
2027,3,-2,-2,0,-4,0,-4,0,-4,2,3,1981,-3,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
2028,4,1,1,0,-4,0,-4,0,-4,2,5,1983,-3,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
2029,3,1,1,0,-4,0,-4,0,-4,1,1,1984,207026,2,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
2030,2,1,1,0,-4,0,-4,0,-4,1,11,1980,-3,4,1,14,18,-4,18,1,-4,-4,-4,-4,-4,-4,-4
2031,5,3,2,1,30,1,0,0,-4,2,10,1980,-3,2,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
2032,4,4,2,0,-4,0,-4,0,-4,1,1,1984,2480,8,1,-3,12,-4,-4,1,3,-4,-4,-4,-4,-4,-4
2033,3,2,1,0,-4,0,-4,0,-4,2,3,1984,297500,1,1,16,12,16,12,4,-4,-4,-4,-4,-4,-4,-4
2034,2,1,1,0,-4,0,-4,0,-4,2,11,1982,256500,1,1,18,18,18,18,4,-4,-4,-4,-4,-4,-4,-4
2035,3,3,3,0,-4,0,-4,0,-4,1,12,1981,-4,1,1,14,14,14,14,4,2,-4,-4,-4,-4,-4,-4
2036,1,1,1,0,-4,0,-4,0,-4,2,2,1984,71600,1,1,12,15,12,15,1,-4,-4,-4,-4,-4,-4,-4
2037,5,5,5,0,-4,1,0,1,30,1,12,1980,4250,1,1,12,12,12,12,2,-4,-4,-4,-4,-4,-4,-4
2038,3,5,5,0,-4,0,-4,0,-4,2,4,1982,4250,1,1,12,12,12,12,1,1,-4,-4,-4,-4,-4,-4
2039,1,1,1,0,-4,1,0,0,-4,2,7,1984,81526,1,1,13,13,13,13,4,-4,-4,-4,-4,-4,-4,-4
2040,4,4,3,1,25,1,3,1,1,2,3,1980,126000,1,1,16,16,16,16,4,4,-4,-4,-4,-4,770,710
2041,4,3,2,1,30,1,2,1,2,1,5,1983,126000,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
2042,3,2,2,0,-4,0,-4,0,-4,1,8,1981,-3,1,1,18,12,18,12,4,3,-4,-4,-4,-4,590,620
2043,1,1,1,0,-4,0,-4,0,-4,1,5,1984,-3,1,1,18,12,18,12,4,-4,-4,-4,-4,-4,-4,-4
2044,4,3,3,1,0,1,0,0,-4,2,12,1980,283501,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
2045,3,2,1,0,-4,1,0,0,-4,1,4,1983,283501,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
2046,5,3,4,1,30,1,20,1,20,1,12,1980,-4,1,1,16,20,16,20,4,2,-4,-4,-4,-4,400,430
2047,1,1,1,0,-4,0,-4,0,-4,1,11,1984,-4,1,1,16,20,16,20,4,3,-4,-4,-4,-4,330,400
2048,3,4,3,1,0,1,14,1,0,1,5,1980,501,5,1,20,-4,20,-4,4,4,-4,-4,-4,-4,710,630
2049,3,4,5,0,-4,1,2,0,-4,1,4,1982,-4,1,1,16,12,16,12,4,-4,-4,-4,-4,-4,-4,-4
2050,2,2,2,1,0,1,0,0,-4,1,3,1981,-4,1,1,16,13,16,13,4,3,-4,-4,-4,-4,470,530
2051,3,2,3,0,-4,0,-4,0,-4,1,9,1982,-4,1,1,16,13,16,13,4,29,-4,-4,-4,-4,640,630
2052,4,5,4,0,-4,1,4,1,0,2,2,1980,160000,2,1,12,13,20,13,4,-4,-4,-4,-4,-4,-4,-4
2053,3,4,4,1,0,1,0,1,0,2,2,1982,160000,2,1,12,13,20,13,4,-4,-4,-4,-4,-4,-4,-4
2054,3,1,2,1,3,1,12,0,-4,1,8,1981,170600,1,1,19,15,19,15,4,-4,-4,-4,-4,-4,-4,-4
